4.373096767306458021e-01,4.430608106102272847e-01
4.308920944471950065e-01,4.421876863675492375e-01
4.227478317124513940e-01,4.431353138523131951e-01
4.136365973149520592e-01,4.455301504320264838e-01
4.054082006837130270e-01,4.490091407723179051e-01
4.005577548132958077e-01,4.532958441547493833e-01
4.012500198984615407e-01,4.581201164753928579e-01
4.072070529647576209e-01,4.632886774886419423e-01
4.165338158369113475e-01,4.692731310578055481e-01
4.262945282160958693e-01,4.766504698446246691e-01
4.338224056271194895e-01,4.860615373016172192e-01
4.391753237429920076e-01,4.982282662430627118e-01
4.426256930145568980e-01,5.138534971841397514e-01
4.445155406745636140e-01,5.336921142339179358e-01
4.451339121166121293e-01,5.588170314267338901e-01
4.447666609022508655e-01,5.905979921014410383e-01
4.436947095695166765e-01,6.300211073193080491e-01
4.421634507049592711e-01,6.785274999909320925e-01
4.404647395994203407e-01,7.337708415294877939e-01
4.388538135076627822e-01,7.672862891992552337e-01
4.375892330307798450e-01,7.931794817887821702e-01
4.369560975323739105e-01,8.190982333515288705e-01
4.372234397982557308e-01,8.461277681151385677e-01
4.386173244027789520e-01,8.723999588146827966e-01
4.412269828160308438e-01,8.989934340260741230e-01
4.451735426419065056e-01,9.245979952510137156e-01
4.505355256869490455e-01,9.498009400620684994e-01
4.575401514441876372e-01,9.742506523181113653e-01
4.663037157698439183e-01,9.971920089055973380e-01
4.770795599224235684e-01,1.019170258781686655e+00
4.900860002340742261e-01,1.039057211817233428e+00
5.055402241149716813e-01,1.057779163595575112e+00
5.229801841770692628e-01,1.074409189642219209e+00
5.423708070131382231e-01,1.084346035750428872e+00
5.632630044046562645e-01,1.081338193257766811e+00
5.858397406880949676e-01,1.079848457867056410e+00
6.093186450942698063e-01,1.079313537852123916e+00
6.334968543651412487e-01,1.079525899379605969e+00
6.577823681279518775e-01,1.080104401584267126e+00
6.824512366235551131e-01,1.081248782893004856e+00
7.078086627461896985e-01,1.082443842210080609e+00
7.350128095032604225e-01,1.083780479166104094e+00
7.646393135448121825e-01,1.084821471614941357e+00
7.962383540011657157e-01,1.085671692725742599e+00
8.272858327970800119e-01,1.086079382880463573e+00
8.564226537219025159e-01,1.085952984856340064e+00
8.786853844233245558e-01,1.085187410652931783e+00
8.835281431929483675e-01,1.083710452347889097e+00
8.742547157627454935e-01,1.081454822542359917e+00
8.476162761544961954e-01,1.078365733996333953e+00
8.216741355002851188e-01,1.074263540079678503e+00
8.070476421261028044e-01,1.069346118400846812e+00
7.992569400669621293e-01,1.063631614478921517e+00
7.930708031896342991e-01,1.056952319928071704e+00
7.836554945327878219e-01,1.049276149137046588e+00
7.669692887941862436e-01,1.040790487824294619e+00
7.405004106728826363e-01,1.031513485447340006e+00
7.017038446707001276e-01,1.021701215627974779e+00
6.499371709608088299e-01,1.010900437345587211e+00
5.919961980977311855e-01,9.998740059291536530e-01
5.363329784320656213e-01,9.881471942371647943e-01
4.904310710625701675e-01,9.757215630725556421e-01
4.572655894972033619e-01,9.631864984254032702e-01
4.353449962703511700e-01,9.497341083983111831e-01
4.198530600738927254e-01,9.356905342348816879e-01
4.066453851919547002e-01,9.208044262641231770e-01
3.924152402126489525e-01,9.051297628531187467e-01
3.756094881934252672e-01,8.890458336461672939e-01
3.575169444358389792e-01,8.720170711354384707e-01
3.396082495429433856e-01,8.544501662384782481e-01
3.232881744927235124e-01,8.361527498250884705e-01
3.096224751135184250e-01,8.175527579400136968e-01
2.994114979023446699e-01,7.987374074635836818e-01
2.925247816177563021e-01,7.797851322026744247e-01
2.882983008946657377e-01,7.604992045267585654e-01
2.863190243137075930e-01,7.412515377204713651e-01
2.860435580990662308e-01,7.221223253456304780e-01
2.870233898254397897e-01,7.034380463370809577e-01
2.890122075015895686e-01,6.850082135892369140e-01
2.919581669648392275e-01,6.671343261714672845e-01
2.957686268509521210e-01,6.496406247130660505e-01
3.004780925276762660e-01,6.330077163081209157e-01
3.060023931959415244e-01,6.170432992614325318e-01
3.123640374592149271e-01,6.017796258029586287e-01
3.193809946975129099e-01,5.874187444928771207e-01
3.271541414347983179e-01,5.739557751906542160e-01
3.355646426714388175e-01,5.613848286729494763e-01
3.445654577696439791e-01,5.496993934597822484e-01
3.542139652041561004e-01,5.390206291910598635e-01
3.642637521385733712e-01,5.291927440830077600e-01
3.748820019322421371e-01,5.202094558335202956e-01
3.859217956213606415e-01,5.120656015113232984e-01
3.974612968831797710e-01,5.048431615132767947e-01
4.092209862965470180e-01,4.985080156073929958e-01
4.214056726817796417e-01,4.929622379854854408e-01
4.337261797678384490e-01,4.882613135007705107e-01
4.464014735889367258e-01,4.843765089123535095e-01
4.592678966842309030e-01,4.812813792226966481e-01
4.722894333814683376e-01,4.789007914865521243e-01
4.852948043109819865e-01,4.773299146635662793e-01
4.985204220725262814e-01,4.765121475110141169e-01
5.116604604898076225e-01,4.764943581456285715e-01
5.249549557158773583e-01,4.772899066526992140e-01
5.380971128021253547e-01,4.789580206627433445e-01
5.510554948773239703e-01,4.815692148096306080e-01
5.640710293488634397e-01,4.851443893131175411e-01
5.768407767850731727e-01,4.897885399289803043e-01
5.893370652646557906e-01,4.955812912330498365e-01
6.016642085578682853e-01,5.027012558019857691e-01
6.137969857525679140e-01,5.111664141302605380e-01
6.256268036560560519e-01,5.213208795361489178e-01
6.373186555692118560e-01,5.331550645968760049e-01
6.487828474673256185e-01,5.466032464555177217e-01
6.601792717032314295e-01,5.617197798493646088e-01
6.715413866826875910e-01,5.782058729680067399e-01
6.829031054424559155e-01,5.958769372964712874e-01
6.943029634831678898e-01,6.143186686980232070e-01
7.058174741744955849e-01,6.330402541301010100e-01
7.178006986306176840e-01,6.515228762572530252e-01
7.302385409705116626e-01,6.696469875103395752e-01
7.432057031842015382e-01,6.867411499848514733e-01
7.565799939860290424e-01,7.027297739424451795e-01
7.701681262186959032e-01,7.171759454289434732e-01
7.836276853776188434e-01,7.306199704320812671e-01
7.967533824958324962e-01,7.432721582857703124e-01
8.093415154858047966e-01,7.551902564843140375e-01
8.209578281523056686e-01,7.668363604084411644e-01
8.316799853270628873e-01,7.782398278956422777e-01
8.412332721349966569e-01,7.896991935523213213e-01
8.494036473863533221e-01,8.013768188234822176e-01
8.561190655914147074e-01,8.134378489203857310e-01
8.613645759067863894e-01,8.262049833150059142e-01
8.650208625202041590e-01,8.397166758526670716e-01
8.669733212538410783e-01,8.543314750919448475e-01
8.670928035725679051e-01,8.701268928535152991e-01
8.651630640616292389e-01,8.867332745054066212e-01
8.610164360860583788e-01,9.041175039984596928e-01
8.551470238791454292e-01,9.218468842649887307e-01
8.484974326110148457e-01,9.394668977929553355e-01
8.419930646706779154e-01,9.567278921703088468e-01
8.366764193743614353e-01,9.733894654279674485e-01
8.332956741051777971e-01,9.890356889389880779e-01
8.323212150922180141e-01,1.003477386513078828e+00
8.331209207572499720e-01,1.016548654683744113e+00
8.350247474538319281e-01,1.028105874616115356e+00
8.374123689906246559e-01,1.038027384449653034e+00
8.395340804050068773e-01,1.046187069772764655e+00
8.405125457093711727e-01,1.052967711969065689e+00
8.397906798978326259e-01,1.058344410453764040e+00
8.372769792410829082e-01,1.062630386340465138e+00
8.330507921409396888e-01,1.065926687809475082e+00
8.270393901313426444e-01,1.068299784082705539e+00
8.195134425797716560e-01,1.069916471693295179e+00
8.106034374979923518e-01,1.070814708229625545e+00
8.006428298382198827e-01,1.071110162225108686e+00
7.899562594593743103e-01,1.070876823264992339e+00
7.790200915158340678e-01,1.070187953822327120e+00
7.682688185153451199e-01,1.069102659607001682e+00
7.581808155001552585e-01,1.067709856025791604e+00
7.493481592670653280e-01,1.066058391707820352e+00
